Name,Alternating,Unknotting Number
13n_2037,N,[1;2]
13n_2038,N,3
13n_2039,N,[1;2]
13n_2040,N,2
13n_2041,N,[1;2]
13n_2042,N,[1;2]
13n_2043,N,1
13n_2044,N,[1;2]
13n_2045,N,[1;2]
13n_2046,N,2
13n_2047,N,[1;3]
13n_2048,N,3
13n_2049,N,2
13n_2050,N,[1;2]
13n_2051,N,[1;2]
13n_2052,N,[1;2]
13n_2053,N,1
13n_2054,N,2
13n_2055,N,[1;2]
13n_2056,N,1
13n_2057,N,1
13n_2058,N,[1;2]
13n_2059,N,2
13n_2060,N,[1;2]
13n_2061,N,[2;3]
13n_2062,N,[3;4]
13n_2063,N,1
13n_2064,N,[1;3]
13n_2065,N,[2;3]
13n_2066,N,[1;2]
13n_2067,N,1
13n_2068,N,[1;2]
13n_2069,N,[1;2]
13n_2070,N,1
13n_2071,N,[1;2]
13n_2072,N,[1;2]
13n_2073,N,1
13n_2074,N,2
13n_2075,N,2
13n_2076,N,[1;2]
13n_2077,N,2
13n_2078,N,[1;2]
13n_2079,N,[1;2]
13n_2080,N,[1;2]
13n_2081,N,[1;2]
13n_2082,N,[1;2]
13n_2083,N,[1;2]
13n_2084,N,1
13n_2085,N,[1;2]
13n_2086,N,[1;2]
13n_2087,N,[1;3]
13n_2088,N,[1;2]
13n_2089,N,[2;3]
13n_2090,N,[1;2]
13n_2091,N,[1;2]
13n_2092,N,[2;3]
13n_2093,N,[1;3]
13n_2094,N,[1;2]
13n_2095,N,2
13n_2096,N,[1;2]
13n_2097,N,[1;2]
13n_2098,N,[1;2]
13n_2099,N,2
13n_2100,N,[1;2]
13n_2101,N,2
13n_2102,N,3
13n_2103,N,1
13n_2104,N,[2;3]
13n_2105,N,[1;3]
13n_2106,N,2
13n_2107,N,[1;2]
13n_2108,N,[1;2]
13n_2109,N,2
13n_2110,N,3
13n_2111,N,2
13n_2112,N,1
13n_2113,N,3
13n_2114,N,3
13n_2115,N,[1;2]
13n_2116,N,1
13n_2117,N,[1;2]
13n_2118,N,[1;2]
13n_2119,N,[1;2]
13n_2120,N,2
13n_2121,N,[2;3]
13n_2122,N,[1;2]
13n_2123,N,[2;3]
13n_2124,N,[1;2]
13n_2125,N,[2;3]
13n_2126,N,2
13n_2127,N,[1;2]
13n_2128,N,2
13n_2129,N,[1;2]
13n_2130,N,3
13n_2131,N,[2;3]
13n_2132,N,3
13n_2133,N,[2;3]
13n_2134,N,[1;2]
13n_2135,N,[1;3]
13n_2136,N,2
13n_2137,N,1
13n_2138,N,[1;2]
13n_2139,N,[1;2]
13n_2140,N,[1;2]
13n_2141,N,2
13n_2142,N,2
13n_2143,N,[1;2]
13n_2144,N,3
13n_2145,N,[1;2]
13n_2146,N,2
13n_2147,N,1
13n_2148,N,[1;2]
13n_2149,N,1
13n_2150,N,1
13n_2151,N,1
13n_2152,N,1
13n_2153,N,[1;3]
13n_2154,N,2
13n_2155,N,[1;2]
13n_2156,N,[1;2]
13n_2157,N,2
13n_2158,N,[1;2]
13n_2159,N,[2;3]
13n_2160,N,[1;2]
13n_2161,N,[1;2]
13n_2162,N,[1;2]
13n_2163,N,2
13n_2164,N,[1;2]
13n_2165,N,[1;2]
13n_2166,N,3
13n_2167,N,2
13n_2168,N,[1;2]
13n_2169,N,[1;2]
13n_2170,N,[1;2]
13n_2171,N,3
13n_2172,N,2
13n_2173,N,[1;2]
13n_2174,N,1
13n_2175,N,[1;2]
13n_2176,N,[1;2]
13n_2177,N,[1;2]
13n_2178,N,[2;3]
13n_2179,N,3
13n_2180,N,1
13n_2181,N,[1;3]
13n_2182,N,[1;3]
13n_2183,N,2
13n_2184,N,[1;2]
13n_2185,N,[1;2]
13n_2186,N,1
13n_2187,N,[1;2]
13n_2188,N,1
13n_2189,N,[1;2]
13n_2190,N,[2;3]
13n_2191,N,1
13n_2192,N,4
13n_2193,N,1
13n_2194,N,2
13n_2195,N,[2;3]
13n_2196,N,3
13n_2197,N,2
13n_2198,N,[1;2]
13n_2199,N,[1;2]
13n_2200,N,3
13n_2201,N,1
13n_2202,N,[1;3]
13n_2203,N,2
13n_2204,N,3
13n_2205,N,1
13n_2206,N,1
13n_2207,N,[1;2]
13n_2208,N,[1;2]
13n_2209,N,[1;2]
13n_2210,N,[1;2]
13n_2211,N,2
13n_2212,N,[1;3]
13n_2213,N,2
13n_2214,N,[1;2]
13n_2215,N,[1;2]
13n_2216,N,[1;2]
13n_2217,N,1
13n_2218,N,[1;2]
13n_2219,N,3
13n_2220,N,2
13n_2221,N,[1;2]
13n_2222,N,[1;2]
13n_2223,N,1
13n_2224,N,1
13n_2225,N,1
13n_2226,N,1
13n_2227,N,[1;2]
13n_2228,N,[1;2]
13n_2229,N,[1;2]
13n_2230,N,[1;2]
13n_2231,N,[1;2]
13n_2232,N,1
13n_2233,N,[1;2]
13n_2234,N,3
13n_2235,N,2
13n_2236,N,[1;2]
13n_2237,N,1
13n_2238,N,[1;2]
13n_2239,N,2
13n_2240,N,[1;2]
13n_2241,N,[1;2]
13n_2242,N,2
13n_2243,N,[1;2]
13n_2244,N,1
13n_2245,N,[1;3]
13n_2246,N,[1;2]
13n_2247,N,[1;2]
13n_2248,N,[1;2]
13n_2249,N,[1;2]
13n_2250,N,1
13n_2251,N,[1;3]
13n_2252,N,[2;3]
13n_2253,N,[2;3]
13n_2254,N,[1;2]
13n_2255,N,[1;2]
13n_2256,N,[1;2]
13n_2257,N,[1;2]
13n_2258,N,1
13n_2259,N,2
13n_2260,N,2
13n_2261,N,[1;2]
13n_2262,N,[1;2]
13n_2263,N,[1;2]
13n_2264,N,[1;2]
13n_2265,N,[1;2]
13n_2266,N,[1;2]
13n_2267,N,1
13n_2268,N,[1;2]
13n_2269,N,[1;2]
13n_2270,N,2
13n_2271,N,[2;3]
13n_2272,N,2
13n_2273,N,[1;2]
13n_2274,N,[1;2]
13n_2275,N,[1;2]
13n_2276,N,[1;2]
13n_2277,N,1
13n_2278,N,1
13n_2279,N,[1;2]
13n_2280,N,[1;2]
13n_2281,N,3
13n_2282,N,[1;2]
13n_2283,N,1
13n_2284,N,1
13n_2285,N,[1;2]
13n_2286,N,[1;2]
13n_2287,N,[2;3]
13n_2288,N,2
13n_2289,N,2
13n_2290,N,[1;2]
13n_2291,N,[1;2]
13n_2292,N,2
13n_2293,N,[1;2]
13n_2294,N,2
13n_2295,N,[1;3]
13n_2296,N,[1;2]
13n_2297,N,[1;3]
13n_2298,N,3
13n_2299,N,[1;3]
13n_2300,N,[1;2]
13n_2301,N,[1;2]
13n_2302,N,2
13n_2303,N,[1;3]
13n_2304,N,1
13n_2305,N,[2;3]
13n_2306,N,3
13n_2307,N,4
13n_2308,N,1
13n_2309,N,[2;3]
13n_2310,N,[1;3]
13n_2311,N,[1;2]
13n_2312,N,2
13n_2313,N,[1;2]
13n_2314,N,[1;2]
13n_2315,N,[1;2]
13n_2316,N,[1;2]
13n_2317,N,2
13n_2318,N,[3;4]
13n_2319,N,[1;2]
13n_2320,N,2
13n_2321,N,[1;2]
13n_2322,N,[1;2]
13n_2323,N,[1;2]
13n_2324,N,[1;2]
13n_2325,N,1
13n_2326,N,[1;2]
13n_2327,N,1
13n_2328,N,[1;2]
13n_2329,N,[1;2]
13n_2330,N,[1;2]
13n_2331,N,[1;2]
13n_2332,N,[1;2]
13n_2333,N,[1;2]
13n_2334,N,2
13n_2335,N,[2;3]
13n_2336,N,[1;2]
13n_2337,N,1
13n_2338,N,1
13n_2339,N,[1;2]
13n_2340,N,1
13n_2341,N,1
13n_2342,N,[1;2]
13n_2343,N,[1;2]
13n_2344,N,[1;2]
13n_2345,N,[2;3]
13n_2346,N,[2;3]
13n_2347,N,[1;2]
13n_2348,N,1
13n_2349,N,1
13n_2350,N,1
13n_2351,N,1
13n_2352,N,1
13n_2353,N,2
13n_2354,N,4
13n_2355,N,2
13n_2356,N,3
13n_2357,N,2
13n_2358,N,3
13n_2359,N,[1;2]
13n_2360,N,[1;2]
13n_2361,N,[1;2]
13n_2362,N,[2;3]
13n_2363,N,[1;2]
13n_2364,N,3
13n_2365,N,2
13n_2366,N,[1;2]
13n_2367,N,[1;2]
13n_2368,N,3
13n_2369,N,2
13n_2370,N,[1;2]
13n_2371,N,2
13n_2372,N,[1;2]
13n_2373,N,[1;2]
13n_2374,N,3
13n_2375,N,2
13n_2376,N,[1;2]
13n_2377,N,[1;2]
13n_2378,N,[1;3]
13n_2379,N,[2;3]
13n_2380,N,[1;2]
13n_2381,N,[1;3]
13n_2382,N,[1;3]
13n_2383,N,[1;3]
13n_2384,N,[1;2]
13n_2385,N,2
13n_2386,N,[1;2]
13n_2387,N,[1;2]
13n_2388,N,[1;2]
13n_2389,N,[1;2]
13n_2390,N,4
13n_2391,N,3
13n_2392,N,3
13n_2393,N,[2;3]
13n_2394,N,3
13n_2395,N,2
13n_2396,N,[1;2]
13n_2397,N,2
13n_2398,N,[1;2]
13n_2399,N,2
13n_2400,N,[1;2]
13n_2401,N,[1;2]
13n_2402,N,2
13n_2403,N,2
13n_2404,N,3
13n_2405,N,5
13n_2406,N,3
13n_2407,N,[2;3]
13n_2408,N,[1;3]
13n_2409,N,4
13n_2410,N,[1;3]
13n_2411,N,[1;3]
13n_2412,N,[2;3]
13n_2413,N,[2;3]
13n_2414,N,[1;3]
13n_2415,N,[1;2]
13n_2416,N,[1;2]
13n_2417,N,3
13n_2418,N,2
13n_2419,N,2
13n_2420,N,3
13n_2421,N,[1;2]
13n_2422,N,2
13n_2423,N,[2;3]
13n_2424,N,[1;2]
13n_2425,N,1
13n_2426,N,[1;2]
13n_2427,N,[1;2]
13n_2428,N,3
13n_2429,N,[1;2]
13n_2430,N,[1;2]
13n_2431,N,[1;2]
13n_2432,N,[1;2]
13n_2433,N,1
13n_2434,N,2
13n_2435,N,[1;2]
13n_2436,N,[1;2]
13n_2437,N,3
13n_2438,N,1
13n_2439,N,1
13n_2440,N,[1;2]
13n_2441,N,[1;2]
13n_2442,N,[2;3]
13n_2443,N,2
13n_2444,N,[1;2]
13n_2445,N,[1;2]
13n_2446,N,[1;2]
13n_2447,N,1
13n_2448,N,[1;2]
13n_2449,N,2
13n_2450,N,2
13n_2451,N,[1;2]
13n_2452,N,3
13n_2453,N,[1;2]
13n_2454,N,[1;2]
13n_2455,N,[1;2]
13n_2456,N,[1;2]
13n_2457,N,[1;2]
13n_2458,N,[1;2]
13n_2459,N,[1;2]
13n_2460,N,2
13n_2461,N,2
13n_2462,N,2
13n_2463,N,[1;2]
13n_2464,N,[1;2]
13n_2465,N,3
13n_2466,N,[1;2]
13n_2467,N,[1;2]
13n_2468,N,2
13n_2469,N,[1;2]
13n_2470,N,2
13n_2471,N,[1;2]
13n_2472,N,[1;3]
13n_2473,N,[1;2]
13n_2474,N,[2;3]
13n_2475,N,[1;2]
13n_2476,N,1
13n_2477,N,[1;2]
13n_2478,N,[1;2]
13n_2479,N,2
13n_2480,N,[1;2]
13n_2481,N,[2;3]
13n_2482,N,[1;3]
13n_2483,N,1
13n_2484,N,1
13n_2485,N,[1;2]
13n_2486,N,[1;3]
13n_2487,N,[1;2]
13n_2488,N,[1;2]
13n_2489,N,[1;2]
13n_2490,N,2
13n_2491,N,2
13n_2492,N,3
13n_2493,N,[1;2]
13n_2494,N,[1;3]
13n_2495,N,[1;2]
13n_2496,N,[1;3]
13n_2497,N,[1;2]
13n_2498,N,[1;3]
13n_2499,N,[1;2]
13n_2500,N,[1;2]
13n_2501,N,2
13n_2502,N,[1;3]
13n_2503,N,[1;2]
13n_2504,N,[1;2]
13n_2505,N,[1;2]
13n_2506,N,[1;2]
13n_2507,N,[1;2]
13n_2508,N,1
13n_2509,N,[1;2]
13n_2510,N,[1;2]
13n_2511,N,[1;2]
13n_2512,N,[1;2]
13n_2513,N,[1;3]
13n_2514,N,3
13n_2515,N,[1;2]
13n_2516,N,[1;2]
13n_2517,N,[1;2]
13n_2518,N,[2;3]
13n_2519,N,[1;2]
13n_2520,N,[1;2]
13n_2521,N,1
13n_2522,N,[1;2]
13n_2523,N,[1;2]
13n_2524,N,[1;2]
13n_2525,N,[1;2]
13n_2526,N,[2;3]
13n_2527,N,[1;2]
13n_2528,N,1
13n_2529,N,1
13n_2530,N,[1;2]
13n_2531,N,[1;2]
13n_2532,N,2
13n_2533,N,[1;2]
13n_2534,N,[1;2]
13n_2535,N,1
13n_2536,N,[1;2]
13n_2537,N,[1;2]
13n_2538,N,1
13n_2539,N,1
13n_2540,N,2
13n_2541,N,[1;2]
13n_2542,N,[1;3]
13n_2543,N,1
13n_2544,N,2
13n_2545,N,2
13n_2546,N,[1;3]
13n_2547,N,1
13n_2548,N,[1;3]
13n_2549,N,[1;2]
13n_2550,N,[2;3]
13n_2551,N,[1;2]
13n_2552,N,[1;2]
13n_2553,N,[1;2]
13n_2554,N,[1;2]
13n_2555,N,2
13n_2556,N,[2;3]
13n_2557,N,2
13n_2558,N,[1;2]
13n_2559,N,[1;2]
13n_2560,N,2
13n_2561,N,3
13n_2562,N,[1;3]
13n_2563,N,2
13n_2564,N,[1;2]
13n_2565,N,3
13n_2566,N,[2;3]
13n_2567,N,[1;2]
13n_2568,N,[1;2]
13n_2569,N,2
13n_2570,N,[1;2]
13n_2571,N,1
13n_2572,N,[1;2]
13n_2573,N,[1;2]
13n_2574,N,[1;2]
13n_2575,N,[1;2]
13n_2576,N,2
13n_2577,N,[1;3]
13n_2578,N,3
13n_2579,N,[1;2]
13n_2580,N,[2;3]
13n_2581,N,3
13n_2582,N,[1;2]
13n_2583,N,[1;2]
13n_2584,N,2
13n_2585,N,[1;2]
13n_2586,N,[2;3]
13n_2587,N,2
13n_2588,N,[1;2]
13n_2589,N,[1;3]
13n_2590,N,1
13n_2591,N,[1;2]
13n_2592,N,[1;2]
13n_2593,N,[1;2]
13n_2594,N,[1;3]
13n_2595,N,[2;3]
13n_2596,N,[1;2]
13n_2597,N,1
13n_2598,N,[1;2]
13n_2599,N,[1;2]
13n_2600,N,[1;3]
13n_2601,N,3
13n_2602,N,[1;2]
13n_2603,N,[1;2]
13n_2604,N,2
13n_2605,N,[2;3]
13n_2606,N,2
13n_2607,N,2
13n_2608,N,3
13n_2609,N,2
13n_2610,N,1
13n_2611,N,[1;2]
13n_2612,N,[1;2]
13n_2613,N,[1;3]
13n_2614,N,[1;2]
13n_2615,N,1
13n_2616,N,[1;2]
13n_2617,N,1
13n_2618,N,1
13n_2619,N,[1;2]
13n_2620,N,[1;2]
13n_2621,N,2
13n_2622,N,[1;2]
13n_2623,N,[1;2]
13n_2624,N,[1;2]
13n_2625,N,[1;2]
13n_2626,N,[1;2]
13n_2627,N,2
13n_2628,N,2
13n_2629,N,1
13n_2630,N,[1;2]
13n_2631,N,[1;2]
13n_2632,N,[1;2]
13n_2633,N,[1;2]
13n_2634,N,[1;2]
13n_2635,N,1
13n_2636,N,1
13n_2637,N,[1;2]
13n_2638,N,[1;2]
13n_2639,N,[1;3]
13n_2640,N,[1;3]
13n_2641,N,[1;2]
13n_2642,N,[1;2]
13n_2643,N,1
13n_2644,N,[2;3]
13n_2645,N,[1;2]
13n_2646,N,[1;2]
13n_2647,N,[1;3]
13n_2648,N,[1;2]
13n_2649,N,[2;3]
13n_2650,N,1
13n_2651,N,[1;2]
13n_2652,N,[1;2]
13n_2653,N,1
13n_2654,N,[1;2]
13n_2655,N,1
13n_2656,N,[1;2]
13n_2657,N,[2;3]
13n_2658,N,[1;2]
13n_2659,N,[1;2]
13n_2660,N,1
13n_2661,N,[1;2]
13n_2662,N,[1;2]
13n_2663,N,[1;2]
13n_2664,N,[1;2]
13n_2665,N,2
13n_2666,N,2
13n_2667,N,[1;2]
13n_2668,N,[1;2]
13n_2669,N,[1;3]
13n_2670,N,1
13n_2671,N,1
13n_2672,N,[2;3]
13n_2673,N,[2;3]
13n_2674,N,[2;3]
13n_2675,N,[1;2]
13n_2676,N,[1;2]
13n_2677,N,[2;3]
13n_2678,N,2
13n_2679,N,1
13n_2680,N,[1;2]
13n_2681,N,[1;2]
13n_2682,N,[1;2]
13n_2683,N,[1;2]
13n_2684,N,[1;2]
13n_2685,N,2
13n_2686,N,[1;2]
13n_2687,N,[1;2]
13n_2688,N,[1;3]
13n_2689,N,[1;2]
13n_2690,N,[1;2]
13n_2691,N,[2;3]
13n_2692,N,1
13n_2693,N,1
13n_2694,N,[1;2]
13n_2695,N,[1;2]
13n_2696,N,[1;2]
13n_2697,N,[2;3]
13n_2698,N,2
13n_2699,N,2
13n_2700,N,[1;2]
13n_2701,N,[1;2]
13n_2702,N,[1;2]
13n_2703,N,[1;2]
13n_2704,N,1
13n_2705,N,1
13n_2706,N,1
13n_2707,N,[1;2]
13n_2708,N,4
13n_2709,N,[3;4]
13n_2710,N,4
13n_2711,N,3
13n_2712,N,[1;2]
13n_2713,N,[1;2]
13n_2714,N,4
13n_2715,N,[1;2]
13n_2716,N,[1;2]
13n_2717,N,2
13n_2718,N,[1;2]
13n_2719,N,[1;2]
13n_2720,N,[1;2]
13n_2721,N,[2;3]
13n_2722,N,[1;2]
13n_2723,N,[1;2]
13n_2724,N,1
13n_2725,N,4
13n_2726,N,3
13n_2727,N,[1;2]
13n_2728,N,[1;2]
13n_2729,N,[1;2]
13n_2730,N,[1;2]
13n_2731,N,[2;3]
13n_2732,N,3
13n_2733,N,2
13n_2734,N,[1;2]
13n_2735,N,[1;2]
13n_2736,N,2
13n_2737,N,2
13n_2738,N,[2;3]
13n_2739,N,[1;2]
13n_2740,N,2
13n_2741,N,[1;2]
13n_2742,N,[1;2]
13n_2743,N,1
13n_2744,N,[1;2]
13n_2745,N,[1;3]
13n_2746,N,[1;2]
13n_2747,N,[1;2]
13n_2748,N,[1;2]
13n_2749,N,[1;2]
13n_2750,N,1
13n_2751,N,[1;2]
13n_2752,N,1
13n_2753,N,[1;2]
13n_2754,N,1
13n_2755,N,1
13n_2756,N,[3;4]
13n_2757,N,[1;2]
13n_2758,N,[1;3]
13n_2759,N,[1;2]
13n_2760,N,[1;2]
13n_2761,N,1
13n_2762,N,[1;2]
13n_2763,N,[1;2]
13n_2764,N,[1;2]
13n_2765,N,[1;2]
13n_2766,N,1
13n_2767,N,[1;3]
13n_2768,N,[1;2]
13n_2769,N,[1;2]
13n_2770,N,2
13n_2771,N,[1;2]
13n_2772,N,[1;2]
13n_2773,N,[1;2]
13n_2774,N,[1;2]
13n_2775,N,[1;2]
13n_2776,N,1
13n_2777,N,[1;2]
13n_2778,N,[1;2]
13n_2779,N,[2;3]
13n_2780,N,[1;2]
13n_2781,N,[1;2]
13n_2782,N,[1;2]
13n_2783,N,1
13n_2784,N,[1;2]
13n_2785,N,[2;3]
13n_2786,N,1
13n_2787,N,[1;2]
13n_2788,N,[1;2]
13n_2789,N,2
13n_2790,N,[3;4]
13n_2791,N,[1;3]
13n_2792,N,[1;2]
13n_2793,N,[1;2]
13n_2794,N,[1;2]
13n_2795,N,[1;2]
13n_2796,N,[1;2]
13n_2797,N,[1;3]
13n_2798,N,[1;2]
13n_2799,N,1
13n_2800,N,[1;2]
13n_2801,N,[1;3]
13n_2802,N,1
13n_2803,N,3
13n_2804,N,2
13n_2805,N,[1;2]
13n_2806,N,[1;2]
13n_2807,N,[1;2]
13n_2808,N,[1;3]
13n_2809,N,[2;3]
13n_2810,N,[2;3]
13n_2811,N,2
13n_2812,N,[1;2]
13n_2813,N,2
13n_2814,N,2
13n_2815,N,1
13n_2816,N,[1;2]
13n_2817,N,1
13n_2818,N,3
13n_2819,N,2
13n_2820,N,[1;2]
13n_2821,N,[1;2]
13n_2822,N,1
13n_2823,N,[1;2]
13n_2824,N,2
13n_2825,N,[1;2]
13n_2826,N,2
13n_2827,N,[1;2]
13n_2828,N,[1;2]
13n_2829,N,[1;2]
13n_2830,N,2
13n_2831,N,1
13n_2832,N,[1;2]
13n_2833,N,[2;3]
13n_2834,N,[1;2]
13n_2835,N,1
13n_2836,N,[1;2]
13n_2837,N,[1;2]
13n_2838,N,[1;2]
13n_2839,N,1
13n_2840,N,[1;2]
13n_2841,N,[1;2]
13n_2842,N,[1;2]
13n_2843,N,[1;2]
13n_2844,N,[1;2]
13n_2845,N,2
13n_2846,N,[1;3]
13n_2847,N,[1;2]
13n_2848,N,3
13n_2849,N,[2;3]
13n_2850,N,[1;2]
13n_2851,N,[1;2]
13n_2852,N,[1;2]
13n_2853,N,[1;2]
13n_2854,N,2
13n_2855,N,[1;2]
13n_2856,N,2
13n_2857,N,[1;2]
13n_2858,N,2
13n_2859,N,2
13n_2860,N,[1;2]
13n_2861,N,[1;2]
13n_2862,N,2
13n_2863,N,[1;2]
13n_2864,N,[1;2]
13n_2865,N,[1;2]
13n_2866,N,1
13n_2867,N,1
13n_2868,N,[1;2]
13n_2869,N,[1;2]
13n_2870,N,[1;2]
13n_2871,N,[1;2]
13n_2872,N,[1;2]
13n_2873,N,1
13n_2874,N,1
13n_2875,N,[1;2]
13n_2876,N,1
13n_2877,N,1
13n_2878,N,[1;2]
13n_2879,N,2
13n_2880,N,[1;2]
13n_2881,N,2
13n_2882,N,2
13n_2883,N,[1;2]
13n_2884,N,2
13n_2885,N,1
13n_2886,N,3
13n_2887,N,[1;2]
13n_2888,N,[1;2]
13n_2889,N,[1;2]
13n_2890,N,[1;2]
13n_2891,N,[1;2]
13n_2892,N,[1;2]
13n_2893,N,1
13n_2894,N,1
13n_2895,N,[1;2]
13n_2896,N,3
13n_2897,N,4
13n_2898,N,[2;3]
13n_2899,N,3
13n_2900,N,[2;3]
13n_2901,N,3
13n_2902,N,[1;2]
13n_2903,N,[3;4]
13n_2904,N,[2;3]
13n_2905,N,[1;2]
13n_2906,N,[2;3]
13n_2907,N,[2;3]
13n_2908,N,[1;2]
13n_2909,N,3
13n_2910,N,[1;2]
13n_2911,N,[2;3]
13n_2912,N,2
13n_2913,N,2
13n_2914,N,[1;2]
13n_2915,N,[1;2]
13n_2916,N,2
13n_2917,N,3
13n_2918,N,4
13n_2919,N,[1;2]
13n_2920,N,4
13n_2921,N,3
13n_2922,N,2
13n_2923,N,[1;2]
13n_2924,N,[1;2]
13n_2925,N,[1;2]
13n_2926,N,[1;2]
13n_2927,N,[1;2]
13n_2928,N,[1;3]
13n_2929,N,[1;3]
13n_2930,N,[1;3]
13n_2931,N,[1;2]
13n_2932,N,[1;2]
13n_2933,N,[1;3]
13n_2934,N,[1;2]
13n_2935,N,[2;3]
13n_2936,N,[1;2]
13n_2937,N,[1;2]
13n_2938,N,[1;3]
13n_2939,N,[2;3]
13n_2940,N,[1;2]
13n_2941,N,4
13n_2942,N,[1;2]
13n_2943,N,[1;2]
13n_2944,N,3
13n_2945,N,[1;2]
13n_2946,N,1
13n_2947,N,2
13n_2948,N,[1;3]
13n_2949,N,[1;2]
13n_2950,N,[1;2]
13n_2951,N,[1;3]
13n_2952,N,2
13n_2953,N,[1;2]
13n_2954,N,[1;2]
13n_2955,N,[1;2]
13n_2956,N,[1;3]
13n_2957,N,1
13n_2958,N,3
13n_2959,N,4
13n_2960,N,[1;2]
13n_2961,N,2
13n_2962,N,[3;4]
13n_2963,N,2
13n_2964,N,[1;2]
13n_2965,N,[1;3]
13n_2966,N,[1;4]
13n_2967,N,[1;2]
13n_2968,N,[1;2]
13n_2969,N,[1;3]
13n_2970,N,1
13n_2971,N,1
13n_2972,N,3
13n_2973,N,2
13n_2974,N,[1;4]
13n_2975,N,[1;3]
13n_2976,N,[1;3]
13n_2977,N,[1;3]
13n_2978,N,3
13n_2979,N,1
13n_2980,N,[1;2]
13n_2981,N,[1;2]
13n_2982,N,2
13n_2983,N,2
13n_2984,N,1
13n_2985,N,1
13n_2986,N,1
13n_2987,N,3
13n_2988,N,4
13n_2989,N,[1;3]
13n_2990,N,[2;3]
13n_2991,N,[1;3]
13n_2992,N,[1;2]
13n_2993,N,2
13n_2994,N,[1;2]
13n_2995,N,[1;2]
13n_2996,N,[1;2]
13n_2997,N,[1;2]
13n_2998,N,2
13n_2999,N,4
13n_3000,N,3
13n_3001,N,2
13n_3002,N,[1;2]
13n_3003,N,3
13n_3004,N,[2;3]
13n_3005,N,[2;3]
13n_3006,N,3
13n_3007,N,3
13n_3008,N,3
13n_3009,N,[1;2]
13n_3010,N,[2;3]
13n_3011,N,2
13n_3012,N,3
13n_3013,N,[1;2]
13n_3014,N,1
13n_3015,N,[2;3]
13n_3016,N,[1;2]
13n_3017,N,1
13n_3018,N,[1;2]
13n_3019,N,3
13n_3020,N,3
13n_3021,N,[2;3]
13n_3022,N,3
13n_3023,N,[1;2]
13n_3024,N,1
13n_3025,N,2
13n_3026,N,3
13n_3027,N,[1;2]
13n_3028,N,[1;3]
13n_3029,N,[2;3]
13n_3030,N,[2;3]
13n_3031,N,[1;2]
13n_3032,N,[1;2]
13n_3033,N,[2;3]
13n_3034,N,3
13n_3035,N,1
13n_3036,N,[1;2]
13n_3037,N,3
13n_3038,N,[2;3]
13n_3039,N,[1;3]
13n_3040,N,1
13n_3041,N,1
13n_3042,N,[2;3]
13n_3043,N,1
13n_3044,N,1
13n_3045,N,[1;2]
13n_3046,N,[1;2]
13n_3047,N,1
13n_3048,N,[2;3]
13n_3049,N,[1;2]
13n_3050,N,[1;2]
13n_3051,N,[1;2]
13n_3052,N,2
13n_3053,N,3
13n_3054,N,4
13n_3055,N,2
13n_3056,N,[1;2]
13n_3057,N,[1;2]
13n_3058,N,1
13n_3059,N,1
13n_3060,N,[2;3]
13n_3061,N,3
13n_3062,N,[1;2]
13n_3063,N,[1;2]
13n_3064,N,2
13n_3065,N,[1;2]
13n_3066,N,2
13n_3067,N,[1;3]
13n_3068,N,[1;2]
13n_3069,N,2
13n_3070,N,2
13n_3071,N,3
13n_3072,N,1
13n_3073,N,[1;2]
13n_3074,N,[1;2]
13n_3075,N,[1;2]
13n_3076,N,[2;3]
13n_3077,N,[1;2]
13n_3078,N,[1;2]
13n_3079,N,4
13n_3080,N,[1;3]
13n_3081,N,[1;3]
13n_3082,N,3
13n_3083,N,[1;2]
13n_3084,N,[1;3]
13n_3085,N,2
13n_3086,N,3
13n_3087,N,[1;2]
13n_3088,N,[1;3]
13n_3089,N,[1;3]
13n_3090,N,[1;2]
13n_3091,N,1
13n_3092,N,1
13n_3093,N,[1;2]
13n_3094,N,2
13n_3095,N,[1;2]
13n_3096,N,[1;2]
13n_3097,N,[3;4]
13n_3098,N,1
13n_3099,N,[2;3]
13n_3100,N,3
13n_3101,N,[1;2]
13n_3102,N,[1;2]
13n_3103,N,[1;2]
13n_3104,N,[1;3]
13n_3105,N,[1;2]
13n_3106,N,2
13n_3107,N,[1;2]
13n_3108,N,[1;3]
13n_3109,N,2
13n_3110,N,[1;2]
13n_3111,N,4
13n_3112,N,3
13n_3113,N,[1;2]
13n_3114,N,3
13n_3115,N,[2;3]
13n_3116,N,[1;2]
13n_3117,N,[1;2]
13n_3118,N,2
13n_3119,N,[2;3]
13n_3120,N,[1;2]
13n_3121,N,2
13n_3122,N,1
13n_3123,N,[1;2]
13n_3124,N,[2;3]
13n_3125,N,[1;2]
13n_3126,N,[1;2]
13n_3127,N,[1;3]
13n_3128,N,1
13n_3129,N,2
13n_3130,N,[1;2]
13n_3131,N,[1;2]
13n_3132,N,2
13n_3133,N,3
13n_3134,N,[1;2]
13n_3135,N,[1;2]
13n_3136,N,2
13n_3137,N,4
13n_3138,N,3
13n_3139,N,2
13n_3140,N,1
13n_3141,N,1
13n_3142,N,[1;2]
13n_3143,N,3
13n_3144,N,[1;3]
13n_3145,N,[2;3]
13n_3146,N,[1;2]
13n_3147,N,[1;2]
13n_3148,N,1
13n_3149,N,[1;2]
13n_3150,N,3
13n_3151,N,[1;2]
13n_3152,N,[1;2]
13n_3153,N,[1;2]
13n_3154,N,2
