Name,Unknotting Number
13a_3713,[3;4]
13a_3714,[4;5]
13a_3715,[3;4]
13a_3716,[2;3]
13a_3717,2
13a_3718,1
13a_3719,2
13a_3720,2
13a_3721,1
13a_3722,2
13a_3723,2
13a_3724,2
13a_3725,2
13a_3726,1
13a_3727,[2;3]
13a_3728,2
13a_3729,2
13a_3730,2
13a_3731,2
13a_3732,1
13a_3733,2
13a_3734,2
13a_3735,3
13a_3736,[2;3]
13a_3737,2
13a_3738,2
13a_3739,2
13a_3740,2
13a_3741,2
13a_3742,1
13a_3743,2
13a_3744,2
13a_3745,2
13a_3746,2
13a_3747,2
13a_3748,1
13a_3749,2
13a_3750,2
13a_3751,2
13a_3752,2
13a_3753,2
13a_3754,3
13a_3755,2
13a_3756,2
13a_3757,2
13a_3758,2
13a_3759,2
13a_3760,2
13a_3761,2
13a_3762,2
13a_3763,2
13a_3764,2
13a_3765,1
13a_3766,2
13a_3767,2
13a_3768,2
13a_3769,1
13a_3770,2
13a_3771,3
13a_3772,2
13a_3773,2
13a_3774,2
13a_3775,2
13a_3776,2
13a_3777,[2;3]
13a_3778,2
13a_3779,[2;3]
13a_3780,2
13a_3781,[2;3]
13a_3782,[2;3]
13a_3783,[3;4]
13a_3784,[2;3]
13a_3785,2
13a_3786,2
13a_3787,2
13a_3788,3
13a_3789,[2;3]
13a_3790,2
13a_3791,2
13a_3792,2
13a_3793,2
13a_3794,2
13a_3795,2
13a_3796,2
13a_3797,2
13a_3798,2
13a_3799,2
13a_3800,2
13a_3801,2
13a_3802,2
13a_3803,1
13a_3804,2
13a_3805,2
13a_3806,2
13a_3807,2
13a_3808,[2;3]
13a_3809,2
13a_3810,[2;3]
13a_3811,2
13a_3812,2
13a_3813,[2;3]
13a_3814,[2;3]
13a_3815,2
13a_3816,2
13a_3817,2
13a_3818,2
13a_3819,2
13a_3820,[2;3]
13a_3821,2
13a_3822,[2;3]
13a_3823,[2;3]
13a_3824,2
13a_3825,2
13a_3826,1
13a_3827,3
13a_3828,2
13a_3829,2
13a_3830,[2;3]
13a_3831,2
13a_3832,2
13a_3833,[2;3]
13a_3834,2
13a_3835,2
13a_3836,1
13a_3837,2
13a_3838,2
13a_3839,2
13a_3840,2
13a_3841,2
13a_3842,2
13a_3843,2
13a_3844,2
13a_3845,[2;3]
13a_3846,2
13a_3847,2
13a_3848,2
13a_3849,1
13a_3850,2
13a_3851,2
13a_3852,3
13a_3853,2
13a_3854,2
13a_3855,1
13a_3856,2
13a_3857,2
13a_3858,2
13a_3859,2
13a_3860,2
13a_3861,2
13a_3862,2
13a_3863,2
13a_3864,[2;3]
13a_3865,2
13a_3866,2
13a_3867,[2;3]
13a_3868,2
13a_3869,[2;3]
13a_3870,2
13a_3871,[2;3]
13a_3872,[2;3]
13a_3873,2
13a_3874,[2;3]
13a_3875,1
13a_3876,2
13a_3877,2
13a_3878,1
13a_3879,2
13a_3880,2
13a_3881,2
13a_3882,2
13a_3883,2
13a_3884,2
13a_3885,2
13a_3886,2
13a_3887,1
13a_3888,3
13a_3889,2
13a_3890,2
13a_3891,2
13a_3892,3
13a_3893,2
13a_3894,2
13a_3895,2
13a_3896,3
13a_3897,1
13a_3898,2
13a_3899,4
13a_3900,3
13a_3901,3
13a_3902,[2;3]
13a_3903,2
13a_3904,2
13a_3905,2
13a_3906,2
13a_3907,1
13a_3908,2
13a_3909,2
13a_3910,2
13a_3911,1
13a_3912,2
13a_3913,2
13a_3914,[2;3]
13a_3915,2
13a_3916,2
13a_3917,1
13a_3918,2
13a_3919,2
13a_3920,2
13a_3921,1
13a_3922,[2;3]
13a_3923,[2;3]
13a_3924,2
13a_3925,2
13a_3926,2
13a_3927,2
13a_3928,1
13a_3929,2
13a_3930,2
13a_3931,2
13a_3932,2
13a_3933,2
13a_3934,2
13a_3935,[2;3]
13a_3936,2
13a_3937,2
13a_3938,2
13a_3939,1
13a_3940,2
13a_3941,2
13a_3942,2
13a_3943,[2;3]
13a_3944,2
13a_3945,[2;3]
13a_3946,2
13a_3947,2
13a_3948,[2;3]
13a_3949,2
13a_3950,[2;3]
13a_3951,2
13a_3952,1
13a_3953,2
13a_3954,2
13a_3955,1
13a_3956,2
13a_3957,2
13a_3958,2
13a_3959,2
13a_3960,3
13a_3961,3
13a_3962,[3;4]
13a_3963,[2;3]
13a_3964,3
13a_3965,3
13a_3966,2
13a_3967,2
13a_3968,2
13a_3969,2
13a_3970,2
13a_3971,[3;4]
13a_3972,2
13a_3973,2
13a_3974,3
13a_3975,[2;3]
13a_3976,[2;3]
13a_3977,2
13a_3978,2
13a_3979,3
13a_3980,[2;3]
13a_3981,[2;3]
13a_3982,2
13a_3983,2
13a_3984,2
13a_3985,2
13a_3986,2
13a_3987,[2;3]
13a_3988,[2;3]
13a_3989,[2;3]
13a_3990,2
13a_3991,1
13a_3992,2
13a_3993,2
13a_3994,2
13a_3995,2
13a_3996,2
13a_3997,2
13a_3998,2
13a_3999,2
13a_4000,2
13a_4001,2
13a_4002,2
13a_4003,2
13a_4004,2
13a_4005,2
13a_4006,2
13a_4007,2
13a_4008,1
13a_4009,2
13a_4010,1
13a_4011,2
13a_4012,2
13a_4013,2
13a_4014,2
13a_4015,2
13a_4016,[2;3]
13a_4017,2
13a_4018,1
13a_4019,1
13a_4020,2
13a_4021,2
13a_4022,2
13a_4023,1
13a_4024,2
13a_4025,[2;3]
13a_4026,2
13a_4027,2
13a_4028,2
13a_4029,2
13a_4030,[2;3]
13a_4031,2
13a_4032,2
13a_4033,[2;3]
13a_4034,2
13a_4035,2
13a_4036,2
13a_4037,1
13a_4038,2
13a_4039,2
13a_4040,2
13a_4041,3
13a_4042,2
13a_4043,2
13a_4044,1
13a_4045,2
13a_4046,2
13a_4047,2
13a_4048,2
13a_4049,2
13a_4050,2
13a_4051,2
13a_4052,2
13a_4053,2
13a_4054,[3;4]
13a_4055,[2;3]
13a_4056,[2;3]
13a_4057,[2;3]
13a_4058,2
13a_4059,2
13a_4060,2
13a_4061,1
13a_4062,1
13a_4063,2
13a_4064,1
13a_4065,2
13a_4066,2
13a_4067,2
13a_4068,[4;5]
13a_4069,[3;4]
13a_4070,[2;3]
13a_4071,2
13a_4072,[2;3]
13a_4073,2
13a_4074,2
13a_4075,2
13a_4076,2
13a_4077,2
13a_4078,2
13a_4079,2
13a_4080,[2;3]
13a_4081,2
13a_4082,2
13a_4083,4
13a_4084,3
13a_4085,[4;5]
13a_4086,[3;4]
13a_4087,[3;4]
13a_4088,[2;4]
13a_4089,2
13a_4090,3
13a_4091,[2;3]
13a_4092,2
13a_4093,[2;3]
13a_4094,1
13a_4095,[3;4]
13a_4096,[2;3]
13a_4097,[2;3]
13a_4098,[2;3]
13a_4099,[3;4]
13a_4100,1
13a_4101,[2;3]
13a_4102,[2;3]
13a_4103,2
13a_4104,[2;3]
13a_4105,[3;4]
13a_4106,[2;3]
13a_4107,2
13a_4108,[2;3]
13a_4109,2
13a_4110,1
13a_4111,2
13a_4112,1
13a_4113,[2;3]
13a_4114,[2;3]
13a_4115,2
13a_4116,2
13a_4117,2
13a_4118,2
13a_4119,2
13a_4120,[2;3]
13a_4121,1
13a_4122,2
13a_4123,[2;3]
13a_4124,1
13a_4125,2
13a_4126,[2;3]
13a_4127,[2;3]
13a_4128,2
13a_4129,2
13a_4130,2
13a_4131,2
13a_4132,2
13a_4133,2
13a_4134,[2;3]
13a_4135,2
13a_4136,1
13a_4137,2
13a_4138,2
13a_4139,2
13a_4140,2
13a_4141,2
13a_4142,2
13a_4143,1
13a_4144,2
13a_4145,2
13a_4146,2
13a_4147,2
13a_4148,1
13a_4149,2
13a_4150,2
13a_4151,2
13a_4152,1
13a_4153,[2;3]
13a_4154,[2;3]
13a_4155,[2;3]
13a_4156,[2;3]
13a_4157,2
13a_4158,2
13a_4159,1
13a_4160,2
13a_4161,2
13a_4162,2
13a_4163,2
13a_4164,2
13a_4165,2
13a_4166,[2;3]
13a_4167,2
13a_4168,2
13a_4169,2
13a_4170,2
13a_4171,3
13a_4172,2
13a_4173,2
13a_4174,2
13a_4175,2
13a_4176,1
13a_4177,2
13a_4178,2
13a_4179,2
13a_4180,2
13a_4181,2
13a_4182,2
13a_4183,2
13a_4184,2
13a_4185,[2;3]
13a_4186,2
13a_4187,1
13a_4188,[2;3]
13a_4189,2
13a_4190,[3;4]
13a_4191,[2;3]
13a_4192,2
13a_4193,[2;3]
13a_4194,2
13a_4195,[3;4]
13a_4196,[2;4]
13a_4197,2
13a_4198,[2;3]
13a_4199,2
13a_4200,[2;3]
13a_4201,3
13a_4202,[2;3]
13a_4203,[2;3]
13a_4204,2
13a_4205,2
13a_4206,3
13a_4207,[2;3]
13a_4208,[2;3]
13a_4209,2
13a_4210,1
13a_4211,2
13a_4212,[4;5]
13a_4213,[3;4]
13a_4214,[2;4]
13a_4215,[3;4]
13a_4216,[2;3]
13a_4217,[3;4]
13a_4218,2
13a_4219,2
13a_4220,2
13a_4221,2
13a_4222,2
13a_4223,2
13a_4224,2
13a_4225,2
13a_4226,2
13a_4227,2
13a_4228,1
13a_4229,2
13a_4230,[2;3]
13a_4231,[2;3]
13a_4232,[2;3]
13a_4233,[2;4]
13a_4234,[2;3]
13a_4235,2
13a_4236,2
13a_4237,2
13a_4238,2
13a_4239,2
13a_4240,[2;3]
13a_4241,[2;3]
13a_4242,2
13a_4243,2
13a_4244,2
13a_4245,[2;3]
13a_4246,2
13a_4247,2
13a_4248,2
13a_4249,2
13a_4250,2
13a_4251,2
13a_4252,2
13a_4253,2
13a_4254,2
13a_4255,2
13a_4256,2
13a_4257,1
13a_4258,2
13a_4259,3
13a_4260,2
13a_4261,2
13a_4262,2
13a_4263,2
13a_4264,1
13a_4265,2
13a_4266,2
13a_4267,2
13a_4268,2
13a_4269,2
13a_4270,2
13a_4271,1
13a_4272,2
13a_4273,3
13a_4274,2
13a_4275,[2;3]
13a_4276,2
13a_4277,1
13a_4278,[2;3]
13a_4279,2
13a_4280,2
13a_4281,[2;3]
13a_4282,2
13a_4283,2
13a_4284,1
13a_4285,2
13a_4286,2
13a_4287,2
13a_4288,2
13a_4289,2
13a_4290,[2;3]
13a_4291,2
13a_4292,3
13a_4293,[2;3]
13a_4294,2
13a_4295,2
13a_4296,2
13a_4297,3
13a_4298,2
13a_4299,1
13a_4300,1
13a_4301,2
13a_4302,4
13a_4303,[3;4]
13a_4304,[2;4]
13a_4305,2
13a_4306,3
13a_4307,1
13a_4308,2
13a_4309,2
13a_4310,[2;3]
13a_4311,2
13a_4312,4
13a_4313,3
13a_4314,3
13a_4315,2
13a_4316,4
13a_4317,3
13a_4318,3
13a_4319,2
13a_4320,[2;3]
13a_4321,3
13a_4322,[2;3]
13a_4323,3
13a_4324,2
13a_4325,2
13a_4326,[2;3]
13a_4327,4
13a_4328,3
13a_4329,3
13a_4330,2
13a_4331,4
13a_4332,[3;4]
13a_4333,2
13a_4334,1
13a_4335,2
13a_4336,[2;3]
13a_4337,[2;3]
13a_4338,[2;3]
13a_4339,1
13a_4340,2
13a_4341,[2;3]
13a_4342,2
13a_4343,2
13a_4344,2
13a_4345,[2;3]
13a_4346,2
13a_4347,2
13a_4348,2
13a_4349,1
13a_4350,1
13a_4351,[2;3]
13a_4352,2
13a_4353,2
13a_4354,[2;3]
13a_4355,1
13a_4356,2
13a_4357,[2;3]
13a_4358,2
13a_4359,2
13a_4360,[2;3]
13a_4361,2
13a_4362,2
13a_4363,2
13a_4364,2
13a_4365,3
13a_4366,[3;4]
13a_4367,1
13a_4368,[4;5]
13a_4369,[3;4]
13a_4370,[2;3]
13a_4371,1
13a_4372,2
13a_4373,2
13a_4374,[2;3]
13a_4375,2
13a_4376,2
13a_4377,2
13a_4378,2
13a_4379,4
13a_4380,[3;4]
13a_4381,[4;5]
13a_4382,[3;4]
13a_4383,[3;4]
13a_4384,3
13a_4385,[2;3]
13a_4386,4
13a_4387,3
13a_4388,[3;4]
13a_4389,[2;3]
13a_4390,[2;3]
13a_4391,2
13a_4392,[2;3]
13a_4393,2
13a_4394,2
13a_4395,[3;4]
13a_4396,[2;3]
13a_4397,2
13a_4398,2
13a_4399,2
13a_4400,2
13a_4401,[2;3]
13a_4402,1
13a_4403,[2;3]
13a_4404,2
13a_4405,1
13a_4406,2
13a_4407,[2;3]
13a_4408,2
13a_4409,2
13a_4410,2
13a_4411,2
13a_4412,1
13a_4413,1
13a_4414,[2;3]
13a_4415,[2;3]
13a_4416,2
13a_4417,2
13a_4418,1
13a_4419,2
13a_4420,2
13a_4421,[2;3]
13a_4422,2
13a_4423,2
13a_4424,2
13a_4425,2
13a_4426,1
13a_4427,2
13a_4428,2
13a_4429,2
13a_4430,2
13a_4431,2
13a_4432,3
13a_4433,2
13a_4434,3
13a_4435,2
13a_4436,2
13a_4437,1
13a_4438,2
13a_4439,2
13a_4440,2
13a_4441,2
13a_4442,2
13a_4443,2
13a_4444,2
13a_4445,2
13a_4446,1
13a_4447,2
13a_4448,2
13a_4449,[2;3]
13a_4450,2
13a_4451,[2;3]
13a_4452,2
13a_4453,[3;4]
13a_4454,[2;4]
13a_4455,1
13a_4456,1
13a_4457,2
13a_4458,2
13a_4459,[3;4]
13a_4460,2
13a_4461,[2;3]
13a_4462,2
13a_4463,2
13a_4464,[3;4]
13a_4465,[2;3]
13a_4466,2
13a_4467,2
13a_4468,[2;3]
13a_4469,2
13a_4470,2
13a_4471,2
13a_4472,2
13a_4473,2
13a_4474,2
13a_4475,1
13a_4476,2
13a_4477,2
13a_4478,[2;3]
13a_4479,2
13a_4480,2
13a_4481,2
13a_4482,2
13a_4483,[2;3]
13a_4484,2
13a_4485,2
13a_4486,1
13a_4487,2
13a_4488,3
13a_4489,2
13a_4490,2
13a_4491,2
13a_4492,[3;4]
13a_4493,[2;4]
13a_4494,2
13a_4495,2
13a_4496,2
13a_4497,2
13a_4498,[2;3]
13a_4499,[2;3]
13a_4500,2
13a_4501,1
13a_4502,[2;3]
13a_4503,2
13a_4504,2
13a_4505,1
13a_4506,2
13a_4507,2
13a_4508,[2;3]
13a_4509,3
13a_4510,[2;3]
13a_4511,2
13a_4512,2
13a_4513,2
13a_4514,2
13a_4515,[2;3]
13a_4516,2
13a_4517,2
13a_4518,2
13a_4519,2
13a_4520,2
13a_4521,[2;3]
13a_4522,[2;3]
13a_4523,1
13a_4524,2
13a_4525,2
13a_4526,2
13a_4527,3
13a_4528,2
13a_4529,2
13a_4530,2
13a_4531,2
13a_4532,2
13a_4533,2
13a_4534,2
13a_4535,2
13a_4536,2
13a_4537,[2;3]
13a_4538,3
13a_4539,2
13a_4540,2
13a_4541,2
13a_4542,2
13a_4543,2
13a_4544,2
13a_4545,2
13a_4546,1
13a_4547,5
13a_4548,4
13a_4549,4
13a_4550,[4;5]
13a_4551,[3;4]
13a_4552,[3;4]
13a_4553,[3;4]
13a_4554,[2;4]
13a_4555,3
13a_4556,[2;3]
13a_4557,2
13a_4558,5
13a_4559,4
13a_4560,4
13a_4561,3
13a_4562,[4;5]
13a_4563,[3;4]
13a_4564,[3;4]
13a_4565,[2;3]
13a_4566,4
13a_4567,[3;4]
13a_4568,4
13a_4569,[3;4]
13a_4570,3
13a_4571,[2;3]
13a_4572,2
13a_4573,2
13a_4574,3
13a_4575,2
13a_4576,3
13a_4577,2
13a_4578,1
13a_4579,[2;3]
13a_4580,[2;3]
13a_4581,2
13a_4582,1
13a_4583,2
13a_4584,2
13a_4585,2
13a_4586,1
13a_4587,2
13a_4588,2
13a_4589,[2;3]
13a_4590,[2;3]
13a_4591,[2;3]
13a_4592,2
13a_4593,[2;3]
13a_4594,1
13a_4595,3
13a_4596,2
13a_4597,2
13a_4598,2
13a_4599,[2;3]
13a_4600,2
13a_4601,2
13a_4602,[2;3]
13a_4603,2
13a_4604,2
13a_4605,1
13a_4606,2
13a_4607,3
13a_4608,[2;3]
13a_4609,[2;3]
13a_4610,2
13a_4611,2
13a_4612,2
13a_4613,2
13a_4614,2
13a_4615,2
13a_4616,2
13a_4617,[2;3]
13a_4618,2
13a_4619,2
13a_4620,1
13a_4621,2
13a_4622,[3;4]
13a_4623,[3;4]
13a_4624,[2;3]
13a_4625,2
13a_4626,[2;3]
13a_4627,2
13a_4628,1
13a_4629,2
13a_4630,2
13a_4631,[2;3]
13a_4632,2
13a_4633,[2;3]
13a_4634,[2;3]
13a_4635,1
13a_4636,[2;3]
13a_4637,2
13a_4638,2
13a_4639,2
13a_4640,2
13a_4641,2
13a_4642,2
13a_4643,3
13a_4644,2
13a_4645,[2;3]
13a_4646,[2;3]
13a_4647,[2;3]
13a_4648,[2;3]
13a_4649,2
13a_4650,[2;3]
13a_4651,[2;3]
13a_4652,2
13a_4653,2
13a_4654,[2;3]
13a_4655,[2;3]
13a_4656,[2;3]
13a_4657,[2;3]
13a_4658,3
13a_4659,2
13a_4660,[2;3]
13a_4661,2
13a_4662,2
13a_4663,[2;3]
13a_4664,2
13a_4665,2
13a_4666,2
13a_4667,2
13a_4668,1
13a_4669,2
13a_4670,2
13a_4671,2
13a_4672,2
13a_4673,2
13a_4674,2
13a_4675,2
13a_4676,2
13a_4677,2
13a_4678,2
13a_4679,2
13a_4680,1
13a_4681,2
13a_4682,2
13a_4683,2
13a_4684,2
13a_4685,2
13a_4686,2
13a_4687,2
13a_4688,2
13a_4689,2
13a_4690,2
13a_4691,2
13a_4692,2
13a_4693,2
13a_4694,2
13a_4695,2
13a_4696,2
13a_4697,3
13a_4698,3
13a_4699,[2;3]
13a_4700,2
13a_4701,1
13a_4702,2
13a_4703,[2;3]
13a_4704,[2;3]
13a_4705,[2;3]
13a_4706,2
13a_4707,2
13a_4708,2
13a_4709,3
13a_4710,2
13a_4711,2
13a_4712,2
13a_4713,2
13a_4714,2
13a_4715,2
13a_4716,1
13a_4717,2
13a_4718,2
13a_4719,2
13a_4720,2
13a_4721,2
13a_4722,2
13a_4723,2
13a_4724,2
13a_4725,2
13a_4726,[2;3]
13a_4727,2
13a_4728,2
13a_4729,2
13a_4730,1
13a_4731,2
13a_4732,2
13a_4733,[2;3]
13a_4734,2
13a_4735,1
13a_4736,1
13a_4737,3
13a_4738,2
13a_4739,5
13a_4740,[4;5]
13a_4741,3
13a_4742,2
13a_4743,2
13a_4744,2
13a_4745,1
13a_4746,2
13a_4747,3
13a_4748,2
13a_4749,[2;3]
13a_4750,3
13a_4751,2
13a_4752,2
13a_4753,2
13a_4754,1
13a_4755,2
13a_4756,[2;3]
13a_4757,[3;5]
13a_4758,[2;3]
13a_4759,2
13a_4760,2
13a_4761,2
13a_4762,1
13a_4763,[4;5]
13a_4764,[3;4]
13a_4765,[3;4]
13a_4766,[2;3]
13a_4767,3
13a_4768,[2;3]
13a_4769,2
13a_4770,[4;5]
13a_4771,[3;5]
13a_4772,[3;4]
13a_4773,[2;4]
13a_4774,[3;4]
13a_4775,2
13a_4776,2
13a_4777,2
13a_4778,2
13a_4779,2
13a_4780,[3;5]
13a_4781,[2;4]
13a_4782,[2;3]
13a_4783,2
13a_4784,2
13a_4785,2
13a_4786,2
13a_4787,[4;5]
13a_4788,[3;4]
13a_4789,[3;4]
13a_4790,[2;4]
13a_4791,2
13a_4792,[2;3]
13a_4793,2
13a_4794,[2;3]
13a_4795,3
13a_4796,[2;3]
13a_4797,3
13a_4798,2
13a_4799,4
13a_4800,[3;4]
13a_4801,[4;5]
13a_4802,[3;4]
13a_4803,2
13a_4804,2
13a_4805,[3;4]
13a_4806,2
13a_4807,2
13a_4808,2
13a_4809,3
13a_4810,[2;3]
13a_4811,[2;3]
13a_4812,[3;5]
13a_4813,[2;4]
13a_4814,2
13a_4815,2
13a_4816,2
13a_4817,[2;3]
13a_4818,2
13a_4819,3
13a_4820,[2;3]
13a_4821,[3;5]
13a_4822,5
13a_4823,4
13a_4824,[4;5]
13a_4825,[3;4]
13a_4826,[4;5]
13a_4827,[3;4]
13a_4828,5
13a_4829,4
13a_4830,[4;5]
13a_4831,[3;4]
13a_4832,[4;5]
13a_4833,[3;4]
13a_4834,3
13a_4835,[2;3]
13a_4836,[2;3]
13a_4837,3
13a_4838,2
13a_4839,[3;5]
13a_4840,[2;4]
13a_4841,[3;5]
13a_4842,[2;4]
13a_4843,[2;3]
13a_4844,2
13a_4845,1
13a_4846,2
13a_4847,2
13a_4848,2
13a_4849,[4;5]
13a_4850,[3;4]
13a_4851,[2;4]
13a_4852,[3;4]
13a_4853,[2;4]
13a_4854,[3;4]
13a_4855,[2;4]
13a_4856,[2;3]
13a_4857,2
13a_4858,[4;5]
13a_4859,[3;5]
13a_4860,[3;5]
13a_4861,[2;4]
13a_4862,5
13a_4863,[4;5]
13a_4864,[4;5]
13a_4865,[3;5]
13a_4866,4
13a_4867,[3;4]
13a_4868,[3;4]
13a_4869,[2;4]
13a_4870,[3;5]
13a_4871,[2;4]
13a_4872,[2;4]
13a_4873,[2;4]
13a_4874,5
13a_4875,[4;5]
13a_4876,[3;5]
13a_4877,[2;5]
13a_4878,6
13n_1,1
13n_2,[1;2]
13n_3,[1;2]
13n_4,1
13n_5,[2;3]
13n_6,[1;2]
13n_7,1
13n_8,[1;2]
13n_9,[1;2]
13n_10,[1;2]
13n_11,[2;3]
13n_12,3
13n_13,2
13n_14,[1;2]
13n_15,2
13n_16,1
13n_17,[1;2]
13n_18,2
13n_19,3
13n_20,[1;2]
13n_21,[1;2]
13n_22,[1;2]
13n_23,[1;2]
13n_24,[2;3]
13n_25,[1;2]
13n_26,3
13n_27,[1;2]
13n_28,2
13n_29,3
13n_30,[2;3]
13n_31,[1;3]
13n_32,[2;3]
13n_33,[1;3]
13n_34,2
13n_35,[1;2]
13n_36,[1;2]
13n_37,1
13n_38,[1;2]
13n_39,[1;2]
13n_40,1
13n_41,[1;3]
13n_42,[2;3]
13n_43,2
13n_44,3
13n_45,[2;3]
13n_46,[1;3]
13n_47,[2;3]
13n_48,[1;2]
13n_49,2
13n_50,[1;2]
13n_51,[1;2]
13n_52,[1;2]
13n_53,[1;2]
13n_54,[2;3]
13n_55,3
13n_56,4
13n_57,[1;2]
13n_58,2
13n_59,3
13n_60,2
13n_61,2
13n_62,1
13n_63,[1;2]
13n_64,[1;2]
13n_65,1
13n_66,[1;2]
13n_67,[1;2]
13n_68,1
13n_69,[1;2]
13n_70,[1;2]
13n_71,1
13n_72,[1;2]
13n_73,[1;2]
13n_74,[2;3]
13n_75,[1;2]
13n_76,3
13n_77,2
13n_78,[1;2]
13n_79,3
13n_80,[2;3]
13n_81,[1;3]
13n_82,[2;3]
13n_83,[1;3]
13n_84,[1;3]
13n_85,[1;2]
13n_86,[1;2]
13n_87,[1;2]
13n_88,[1;2]
13n_89,1
13n_90,2
13n_91,3
13n_92,2
13n_93,[1;2]
13n_94,[1;3]
13n_95,[1;2]
13n_96,[1;2]
13n_97,[1;2]
13n_98,3
13n_99,[1;2]
13n_100,[1;2]
13n_101,[1;2]
13n_102,[1;2]
13n_103,2
13n_104,[1;2]
13n_105,2
13n_106,1
13n_107,[2;3]
13n_108,3
13n_109,2
13n_110,[1;2]
13n_111,[2;3]
13n_112,[1;2]
13n_113,[1;2]
13n_114,[1;2]
13n_115,[1;2]
13n_116,[1;2]
13n_117,[1;2]
13n_118,[1;2]
13n_119,2
13n_120,2
13n_121,[1;2]
13n_122,[1;2]
13n_123,[1;2]
13n_124,[1;2]
13n_125,[1;2]
13n_126,3
13n_127,2
13n_128,[1;2]
13n_129,[1;2]
13n_130,[1;2]
13n_131,[2;3]
13n_132,3
13n_133,4
13n_134,[1;2]
13n_135,[2;3]
13n_136,3
13n_137,[1;2]
13n_138,[1;3]
13n_139,1
13n_140,2
13n_141,[1;2]
13n_142,[2;3]
13n_143,[1;2]
13n_144,[1;2]
13n_145,[1;2]
13n_146,2
13n_147,[1;2]
13n_148,[1;2]
13n_149,[1;2]
13n_150,[2;3]
13n_151,3
13n_152,[1;2]
13n_153,[1;2]
13n_154,[2;3]
13n_155,3
13n_156,[2;3]
13n_157,[1;2]
13n_158,[1;2]
13n_159,1
13n_160,[1;2]
13n_161,[1;2]
13n_162,[2;3]
13n_163,[1;2]
13n_164,[1;2]
13n_165,[1;2]
13n_166,[1;2]
13n_167,[1;2]
13n_168,[1;2]
13n_169,2
13n_170,2
13n_171,[1;2]
13n_172,[1;2]
13n_173,[1;2]
13n_174,[1;2]
13n_175,[2;3]
13n_176,[1;2]
13n_177,[1;2]
13n_178,[1;2]
13n_179,[1;2]
13n_180,[1;2]
13n_181,2
13n_182,[1;2]
13n_183,[2;3]
13n_184,3
13n_185,4
13n_186,[1;2]
13n_187,[2;3]
13n_188,3
13n_189,[1;2]
13n_190,[2;3]
13n_191,3
13n_192,3
13n_193,2
13n_194,2
13n_195,[1;2]
13n_196,[2;3]
13n_197,[1;3]
13n_198,1
13n_199,[1;3]
13n_200,[2;3]
13n_201,1
13n_202,1
13n_203,[1;2]
13n_204,[2;3]
13n_205,1
13n_206,2
13n_207,3
13n_208,[2;3]
13n_209,[1;2]
13n_210,[1;2]
13n_211,2
13n_212,1
13n_213,1
13n_214,2
13n_215,[1;2]
13n_216,[1;2]
13n_217,[1;2]
13n_218,3
13n_219,[1;2]
13n_220,[1;2]
13n_221,[1;3]
13n_222,[2;3]
13n_223,1
13n_224,4
13n_225,[2;3]
13n_226,3
13n_227,[1;3]
13n_228,2
13n_229,[1;2]
13n_230,[1;2]
13n_231,[1;3]
13n_232,2
13n_233,1
13n_234,1
13n_235,2
13n_236,[1;2]
13n_237,[1;3]
13n_238,[1;2]
13n_239,[1;2]
13n_240,[1;4]
13n_241,5
13n_242,2
13n_243,[1;2]
13n_244,[1;2]
13n_245,2
13n_246,[3;4]
13n_247,[2;4]
13n_248,[1;2]
13n_249,[1;2]
13n_250,1
13n_251,[2;3]
13n_252,[1;2]
13n_253,[1;2]
13n_254,[1;3]
13n_255,2
13n_256,[1;2]
13n_257,[1;2]
13n_258,2
13n_259,[3;4]
13n_260,[2;3]
13n_261,1
13n_262,1
13n_263,[1;2]
13n_264,[1;2]
13n_265,[2;3]
13n_266,4
13n_267,[1;2]
13n_268,2
13n_269,2
13n_270,3
13n_271,1
13n_272,1
13n_273,[1;2]
13n_274,[2;4]
13n_275,[1;2]
13n_276,[1;2]
13n_277,[3;4]
13n_278,[1;2]
13n_279,[1;2]
13n_280,[2;3]
13n_281,[1;2]
13n_282,1
13n_283,4
13n_284,3
13n_285,[2;3]
13n_286,[1;3]
13n_287,2
13n_288,[1;2]
13n_289,[1;2]
13n_290,[1;3]
13n_291,2
13n_292,1
13n_293,1
13n_294,2
13n_295,[1;2]
13n_296,[1;3]
13n_297,[1;2]
13n_298,[1;2]
13n_299,[1;4]
13n_300,5
13n_301,2
13n_302,[1;2]
13n_303,[1;2]
13n_304,2
13n_305,[3;4]
13n_306,[1;2]
13n_307,1
13n_308,2
13n_309,[2;3]
13n_310,2
13n_311,[1;2]
13n_312,2
13n_313,[1;2]
13n_314,[1;2]
13n_315,[1;2]
13n_316,[1;2]
13n_317,[2;3]
13n_318,[1;2]
13n_319,[1;2]
13n_320,[1;2]
13n_321,[2;3]
13n_322,[1;2]
13n_323,[1;2]
13n_324,[1;2]
13n_325,[2;3]
13n_326,[1;2]
13n_327,[1;2]
13n_328,2
13n_329,[1;2]
13n_330,[1;2]
13n_331,[1;2]
13n_332,3
13n_333,2
13n_334,[1;2]
13n_335,3
13n_336,[1;2]
13n_337,[1;2]
13n_338,[2;3]
13n_339,[2;3]
13n_340,[1;2]
13n_341,[1;2]
13n_342,[1;2]
13n_343,[1;2]
13n_344,[1;2]
13n_345,[1;2]
13n_346,[1;2]
13n_347,[2;3]
13n_348,[1;2]
13n_349,[1;2]
13n_350,2
13n_351,[1;2]
13n_352,[1;2]
13n_353,[1;2]
13n_354,3
