Name,Unknotting Number
13a_533,2
13a_534,1
13a_535,[2;3]
13a_536,[2;3]
13a_537,[2;3]
13a_538,2
13a_539,2
13a_540,2
13a_541,2
13a_542,4
13a_543,[3;4]
13a_544,[2;3]
13a_545,[2;3]
13a_546,2
13a_547,[2;3]
13a_548,3
13a_549,[2;3]
13a_550,2
13a_551,[2;3]
13a_552,[2;3]
13a_553,[2;3]
13a_554,2
13a_555,2
13a_556,[2;3]
13a_557,[2;3]
13a_558,2
13a_559,2
13a_560,3
13a_561,2
13a_562,2
13a_563,2
13a_564,[2;3]
13a_565,2
13a_566,2
13a_567,3
13a_568,[2;3]
13a_569,[2;3]
13a_570,2
13a_571,[2;3]
13a_572,2
13a_573,[2;3]
13a_574,[2;3]
13a_575,[3;4]
13a_576,[2;3]
13a_577,2
13a_578,[2;3]
13a_579,[2;3]
13a_580,2
13a_581,2
13a_582,2
13a_583,2
13a_584,[2;3]
13a_585,[2;3]
13a_586,[2;3]
13a_587,[2;3]
13a_588,[2;3]
13a_589,[2;3]
13a_590,2
13a_591,2
13a_592,2
13a_593,[2;3]
13a_594,[2;3]
13a_595,2
13a_596,[2;3]
13a_597,[2;3]
13a_598,[2;3]
13a_599,2
13a_600,2
13a_601,[2;3]
13a_602,2
13a_603,2
13a_604,2
13a_605,2
13a_606,2
13a_607,1
13a_608,[2;3]
13a_609,2
13a_610,2
13a_611,2
13a_612,2
13a_613,[2;3]
13a_614,2
13a_615,1
13a_616,[3;4]
13a_617,[2;3]
13a_618,[2;3]
13a_619,[2;3]
13a_620,2
13a_621,[3;4]
13a_622,3
13a_623,[2;3]
13a_624,[2;3]
13a_625,2
13a_626,2
13a_627,2
13a_628,1
13a_629,[2;3]
13a_630,[2;3]
13a_631,[2;3]
13a_632,2
13a_633,[2;3]
13a_634,2
13a_635,2
13a_636,[2;3]
13a_637,2
13a_638,[2;3]
13a_639,[2;3]
13a_640,2
13a_641,[2;3]
13a_642,2
13a_643,[3;4]
13a_644,[2;3]
13a_645,[2;3]
13a_646,4
13a_647,[3;4]
13a_648,[3;4]
13a_649,2
13a_650,[2;4]
13a_651,2
13a_652,2
13a_653,[2;3]
13a_654,2
13a_655,[2;3]
13a_656,[2;3]
13a_657,2
13a_658,[2;3]
13a_659,2
13a_660,[3;4]
13a_661,[2;3]
13a_662,2
13a_663,2
13a_664,2
13a_665,[3;4]
13a_666,[2;3]
13a_667,2
13a_668,2
13a_669,2
13a_670,[2;3]
13a_671,2
13a_672,2
13a_673,2
13a_674,2
13a_675,2
13a_676,2
13a_677,2
13a_678,2
13a_679,2
13a_680,1
13a_681,2
13a_682,2
13a_683,[2;3]
13a_684,2
13a_685,2
13a_686,2
13a_687,2
13a_688,2
13a_689,2
13a_690,2
13a_691,2
13a_692,2
13a_693,2
13a_694,2
13a_695,2
13a_696,2
13a_697,2
13a_698,2
13a_699,1
13a_700,2
13a_701,[2;3]
13a_702,[2;3]
13a_703,2
13a_704,2
13a_705,2
13a_706,2
13a_707,2
13a_708,3
13a_709,2
13a_710,2
13a_711,2
13a_712,2
13a_713,1
13a_714,2
13a_715,1
13a_716,2
13a_717,2
13a_718,2
13a_719,2
13a_720,2
13a_721,[2;3]
13a_722,2
13a_723,2
13a_724,1
13a_725,2
13a_726,2
13a_727,2
13a_728,2
13a_729,2
13a_730,2
13a_731,2
13a_732,2
13a_733,2
13a_734,2
13a_735,[2;3]
13a_736,[2;3]
13a_737,2
13a_738,2
13a_739,2
13a_740,2
13a_741,2
13a_742,2
13a_743,[2;3]
13a_744,2
13a_745,2
13a_746,[2;3]
13a_747,2
13a_748,2
13a_749,2
13a_750,2
13a_751,2
13a_752,2
13a_753,2
13a_754,2
13a_755,2
13a_756,1
13a_757,2
13a_758,2
13a_759,2
13a_760,2
13a_761,1
13a_762,1
13a_763,2
13a_764,2
13a_765,2
13a_766,2
13a_767,2
13a_768,2
13a_769,2
13a_770,2
13a_771,2
13a_772,1
13a_773,1
13a_774,2
13a_775,2
13a_776,2
13a_777,2
13a_778,1
13a_779,2
13a_780,2
13a_781,2
13a_782,2
13a_783,2
13a_784,2
13a_785,2
13a_786,2
13a_787,2
13a_788,1
13a_789,2
13a_790,2
13a_791,[2;3]
13a_792,2
13a_793,2
13a_794,1
13a_795,2
13a_796,[2;3]
13a_797,2
13a_798,[2;3]
13a_799,2
13a_800,[2;3]
13a_801,2
13a_802,2
13a_803,3
13a_804,2
13a_805,2
13a_806,1
13a_807,2
13a_808,2
13a_809,3
13a_810,2
13a_811,[2;3]
13a_812,3
13a_813,[2;3]
13a_814,2
13a_815,2
13a_816,2
13a_817,2
13a_818,1
13a_819,[2;3]
13a_820,2
13a_821,1
13a_822,2
13a_823,2
13a_824,1
13a_825,[3;4]
13a_826,[2;3]
13a_827,2
13a_828,[2;3]
13a_829,2
13a_830,2
13a_831,1
13a_832,1
13a_833,2
13a_834,1
13a_835,[2;3]
13a_836,1
13a_837,2
13a_838,2
13a_839,2
13a_840,2
13a_841,1
13a_842,2
13a_843,1
13a_844,2
13a_845,2
13a_846,1
13a_847,2
13a_848,2
13a_849,2
13a_850,2
13a_851,2
13a_852,2
13a_853,2
13a_854,2
13a_855,2
13a_856,2
13a_857,1
13a_858,3
13a_859,[2;3]
13a_860,2
13a_861,[2;3]
13a_862,[2;3]
13a_863,[2;3]
13a_864,2
13a_865,4
13a_866,3
13a_867,4
13a_868,3
13a_869,2
13a_870,1
13a_871,2
13a_872,2
13a_873,2
13a_874,2
13a_875,2
13a_876,2
13a_877,2
13a_878,2
13a_879,2
13a_880,2
13a_881,2
13a_882,1
13a_883,1
13a_884,2
13a_885,1
13a_886,2
13a_887,2
13a_888,3
13a_889,2
13a_890,2
13a_891,2
13a_892,2
13a_893,3
13a_894,2
13a_895,[2;3]
13a_896,[2;3]
13a_897,2
13a_898,2
13a_899,2
13a_900,2
13a_901,[2;3]
13a_902,1
13a_903,2
13a_904,2
13a_905,2
13a_906,[2;3]
13a_907,2
13a_908,[2;3]
13a_909,2
13a_910,[2;3]
13a_911,2
13a_912,2
13a_913,2
13a_914,2
13a_915,2
13a_916,[2;3]
13a_917,2
13a_918,2
13a_919,2
13a_920,2
13a_921,2
13a_922,[2;3]
13a_923,2
13a_924,2
13a_925,2
13a_926,2
13a_927,2
13a_928,2
13a_929,[2;3]
13a_930,2
13a_931,2
13a_932,[3;4]
13a_933,[2;3]
13a_934,2
13a_935,2
13a_936,2
13a_937,1
13a_938,2
13a_939,2
13a_940,2
13a_941,2
13a_942,2
13a_943,2
13a_944,1
13a_945,2
13a_946,2
13a_947,2
13a_948,2
13a_949,2
13a_950,2
13a_951,2
13a_952,2
13a_953,[2;3]
13a_954,2
13a_955,2
13a_956,2
13a_957,1
13a_958,2
13a_959,[2;3]
13a_960,[2;3]
13a_961,2
13a_962,2
13a_963,2
13a_964,2
13a_965,[2;3]
13a_966,2
13a_967,2
13a_968,2
13a_969,2
13a_970,2
13a_971,[2;3]
13a_972,2
13a_973,2
13a_974,2
13a_975,[2;3]
13a_976,[2;3]
13a_977,1
13a_978,2
13a_979,2
13a_980,2
13a_981,2
13a_982,2
13a_983,[2;3]
13a_984,[2;3]
13a_985,2
13a_986,2
13a_987,2
13a_988,2
13a_989,[2;3]
13a_990,3
13a_991,[2;3]
13a_992,2
13a_993,2
13a_994,2
13a_995,[2;3]
13a_996,[2;3]
13a_997,[2;3]
13a_998,[2;3]
13a_999,2
13a_1000,2
13a_1001,2
13a_1002,[2;3]
13a_1003,[2;3]
13a_1004,2
13a_1005,[2;3]
13a_1006,[2;3]
13a_1007,2
13a_1008,1
13a_1009,2
13a_1010,2
13a_1011,1
13a_1012,2
13a_1013,2
13a_1014,2
13a_1015,2
13a_1016,1
13a_1017,2
13a_1018,2
13a_1019,2
13a_1020,2
13a_1021,2
13a_1022,2
13a_1023,2
13a_1024,2
13a_1025,2
13a_1026,2
13a_1027,2
13a_1028,2
13a_1029,2
13a_1030,[2;3]
13a_1031,3
13a_1032,2
13a_1033,2
13a_1034,[2;3]
13a_1035,1
13a_1036,[2;3]
13a_1037,3
13a_1038,2
13a_1039,2
13a_1040,2
13a_1041,2
13a_1042,2
13a_1043,[2;3]
13a_1044,2
13a_1045,2
13a_1046,2
13a_1047,3
13a_1048,2
13a_1049,1
13a_1050,2
13a_1051,[2;3]
13a_1052,2
13a_1053,2
13a_1054,2
13a_1055,2
13a_1056,2
13a_1057,2
13a_1058,2
13a_1059,2
13a_1060,[2;3]
13a_1061,[3;4]
13a_1062,[2;3]
13a_1063,4
13a_1064,3
13a_1065,2
13a_1066,2
13a_1067,2
13a_1068,2
13a_1069,[2;4]
13a_1070,[2;3]
13a_1071,1
13a_1072,2
13a_1073,4
13a_1074,3
13a_1075,2
13a_1076,1
13a_1077,[2;3]
13a_1078,2
13a_1079,2
13a_1080,[2;3]
13a_1081,2
13a_1082,2
13a_1083,2
13a_1084,2
13a_1085,1
13a_1086,2
13a_1087,2
13a_1088,2
13a_1089,2
13a_1090,[2;3]
13a_1091,2
13a_1092,1
13a_1093,2
13a_1094,2
13a_1095,2
13a_1096,2
13a_1097,2
13a_1098,2
13a_1099,2
13a_1100,2
13a_1101,3
13a_1102,[2;3]
13a_1103,[2;3]
13a_1104,2
13a_1105,2
13a_1106,2
13a_1107,2
13a_1108,2
13a_1109,2
13a_1110,2
13a_1111,2
13a_1112,[2;3]
13a_1113,2
13a_1114,2
13a_1115,2
13a_1116,2
13a_1117,2
13a_1118,2
13a_1119,3
13a_1120,3
13a_1121,2
13a_1122,[2;3]
13a_1123,2
13a_1124,2
13a_1125,2
13a_1126,2
13a_1127,2
13a_1128,1
13a_1129,2
13a_1130,2
13a_1131,1
13a_1132,1
13a_1133,[2;3]
13a_1134,2
13a_1135,2
13a_1136,2
13a_1137,[2;3]
13a_1138,2
13a_1139,[2;3]
13a_1140,[2;3]
13a_1141,2
13a_1142,2
13a_1143,2
13a_1144,2
13a_1145,2
13a_1146,2
13a_1147,[2;3]
13a_1148,[2;3]
13a_1149,[2;3]
13a_1150,[2;3]
13a_1151,2
13a_1152,2
13a_1153,[2;3]
13a_1154,[2;3]
13a_1155,2
13a_1156,[2;3]
13a_1157,2
13a_1158,[2;3]
13a_1159,[2;3]
13a_1160,2
13a_1161,2
13a_1162,2
13a_1163,2
13a_1164,2
13a_1165,[2;3]
13a_1166,[2;3]
13a_1167,2
13a_1168,2
13a_1169,[2;3]
13a_1170,2
13a_1171,2
13a_1172,2
13a_1173,2
13a_1174,2
13a_1175,[2;3]
13a_1176,2
13a_1177,2
13a_1178,1
13a_1179,2
13a_1180,2
13a_1181,2
13a_1182,[2;3]
13a_1183,2
13a_1184,[2;3]
13a_1185,[2;3]
13a_1186,2
13a_1187,2
13a_1188,2
13a_1189,2
13a_1190,2
13a_1191,2
13a_1192,2
13a_1193,1
13a_1194,1
13a_1195,1
13a_1196,2
13a_1197,[2;3]
13a_1198,[2;3]
13a_1199,2
13a_1200,2
13a_1201,2
13a_1202,2
13a_1203,2
13a_1204,3
13a_1205,2
13a_1206,2
13a_1207,1
13a_1208,2
13a_1209,2
13a_1210,1
13a_1211,2
13a_1212,2
13a_1213,2
13a_1214,[2;3]
13a_1215,2
13a_1216,[2;3]
13a_1217,2
13a_1218,3
13a_1219,2
13a_1220,1
13a_1221,1
13a_1222,2
13a_1223,2
13a_1224,[2;3]
13a_1225,2
13a_1226,[2;3]
13a_1227,2
13a_1228,2
13a_1229,[2;3]
13a_1230,4
13a_1231,2
13a_1232,[2;3]
13a_1233,[2;3]
13a_1234,2
13a_1235,2
13a_1236,2
13a_1237,2
13a_1238,[2;3]
13a_1239,[2;3]
13a_1240,2
13a_1241,2
13a_1242,2
13a_1243,3
13a_1244,2
13a_1245,[3;4]
13a_1246,[2;3]
13a_1247,[2;3]
13a_1248,2
13a_1249,2
13a_1250,2
13a_1251,1
13a_1252,2
13a_1253,2
13a_1254,3
13a_1255,[2;3]
13a_1256,2
13a_1257,2
13a_1258,[2;3]
13a_1259,[2;3]
13a_1260,1
13a_1261,2
13a_1262,2
13a_1263,2
13a_1264,1
13a_1265,2
13a_1266,1
13a_1267,[2;3]
13a_1268,2
13a_1269,2
13a_1270,[3;4]
13a_1271,3
13a_1272,2
13a_1273,[2;3]
13a_1274,[2;3]
13a_1275,[2;3]
13a_1276,2
13a_1277,2
13a_1278,2
13a_1279,2
13a_1280,2
13a_1281,2
13a_1282,1
13a_1283,2
13a_1284,2
13a_1285,1
13a_1286,2
13a_1287,[2;3]
13a_1288,3
13a_1289,2
13a_1290,3
13a_1291,2
13a_1292,2
13a_1293,1
13a_1294,2
13a_1295,[2;3]
13a_1296,1
13a_1297,2
13a_1298,1
13a_1299,2
13a_1300,2
13a_1301,2
13a_1302,2
13a_1303,[2;3]
13a_1304,[2;3]
13a_1305,3
13a_1306,[3;4]
13a_1307,2
13a_1308,2
13a_1309,[2;3]
13a_1310,2
13a_1311,[2;3]
13a_1312,2
13a_1313,2
13a_1314,2
13a_1315,2
13a_1316,2
13a_1317,[2;3]
13a_1318,2
13a_1319,3
13a_1320,2
13a_1321,2
13a_1322,2
13a_1323,2
13a_1324,2
13a_1325,2
13a_1326,2
13a_1327,2
13a_1328,1
13a_1329,[2;3]
13a_1330,2
13a_1331,[2;3]
13a_1332,[2;3]
13a_1333,2
13a_1334,2
13a_1335,2
13a_1336,2
13a_1337,2
13a_1338,2
13a_1339,[2;3]
13a_1340,2
13a_1341,2
13a_1342,2
13a_1343,[2;3]
13a_1344,[2;3]
13a_1345,1
13a_1346,2
13a_1347,2
13a_1348,2
13a_1349,2
13a_1350,2
13a_1351,2
13a_1352,2
13a_1353,[3;4]
13a_1354,[3;4]
13a_1355,4
13a_1356,[3;4]
13a_1357,2
13a_1358,2
13a_1359,[2;4]
13a_1360,[2;4]
13a_1361,[2;3]
13a_1362,2
13a_1363,[2;3]
13a_1364,1
13a_1365,2
13a_1366,2
13a_1367,2
13a_1368,3
13a_1369,2
13a_1370,2
13a_1371,2
13a_1372,[2;3]
13a_1373,2
13a_1374,1
13a_1375,2
13a_1376,3
13a_1377,[2;3]
13a_1378,[2;3]
13a_1379,[2;3]
13a_1380,2
13a_1381,2
13a_1382,2
13a_1383,[2;3]
13a_1384,2
13a_1385,2
13a_1386,2
13a_1387,2
13a_1388,2
13a_1389,[2;3]
13a_1390,2
13a_1391,2
13a_1392,[2;3]
13a_1393,[2;3]
13a_1394,2
13a_1395,1
13a_1396,[3;4]
13a_1397,2
13a_1398,[2;3]
13a_1399,2
13a_1400,2
13a_1401,[2;3]
13a_1402,2
13a_1403,[2;3]
13a_1404,[2;3]
13a_1405,2
13a_1406,[2;3]
13a_1407,[2;3]
13a_1408,[2;3]
13a_1409,[2;3]
13a_1410,[2;3]
13a_1411,2
13a_1412,2
13a_1413,[2;3]
13a_1414,[2;3]
13a_1415,2
13a_1416,2
13a_1417,2
13a_1418,2
13a_1419,2
13a_1420,2
13a_1421,2
13a_1422,2
13a_1423,2
13a_1424,2
13a_1425,2
13a_1426,2
13a_1427,2
13a_1428,2
13a_1429,2
13a_1430,1
13a_1431,2
13a_1432,[2;3]
13a_1433,2
13a_1434,2
13a_1435,2
13a_1436,3
13a_1437,[2;3]
13a_1438,[2;3]
13a_1439,[2;3]
13a_1440,[2;3]
13a_1441,2
13a_1442,[2;3]
13a_1443,1
13a_1444,2
13a_1445,2
13a_1446,2
13a_1447,2
13a_1448,2
13a_1449,1
13a_1450,2
13a_1451,2
13a_1452,[2;3]
13a_1453,[2;3]
13a_1454,2
13a_1455,2
13a_1456,1
13a_1457,1
13a_1458,2
13a_1459,2
13a_1460,2
13a_1461,[2;3]
13a_1462,[2;3]
13a_1463,2
13a_1464,[3;4]
13a_1465,[2;3]
13a_1466,4
13a_1467,[3;4]
13a_1468,3
13a_1469,[2;3]
13a_1470,2
13a_1471,[3;4]
13a_1472,[2;3]
13a_1473,2
13a_1474,2
13a_1475,[2;3]
13a_1476,[2;3]
13a_1477,2
13a_1478,2
13a_1479,2
13a_1480,2
13a_1481,2
13a_1482,2
13a_1483,2
13a_1484,2
13a_1485,1
13a_1486,2
13a_1487,2
13a_1488,1
13a_1489,2
13a_1490,2
13a_1491,[2;3]
13a_1492,2
13a_1493,2
13a_1494,3
13a_1495,[2;3]
13a_1496,[2;3]
13a_1497,2
13a_1498,2
13a_1499,[2;3]
13a_1500,2
13a_1501,[2;3]
13a_1502,1
13a_1503,[2;3]
13a_1504,[2;3]
13a_1505,[2;3]
13a_1506,[2;3]
13a_1507,2
13a_1508,2
13a_1509,1
13a_1510,[2;3]
13a_1511,2
13a_1512,2
13a_1513,2
13a_1514,2
13a_1515,2
13a_1516,2
13a_1517,2
13a_1518,2
13a_1519,2
13a_1520,3
13a_1521,2
13a_1522,2
13a_1523,2
13a_1524,2
13a_1525,1
13a_1526,[2;3]
13a_1527,2
13a_1528,[2;3]
13a_1529,[2;3]
13a_1530,2
13a_1531,2
13a_1532,[2;3]
13a_1533,2
13a_1534,[2;3]
13a_1535,2
13a_1536,[2;3]
13a_1537,2
13a_1538,[2;3]
13a_1539,[2;3]
13a_1540,2
13a_1541,[2;3]
13a_1542,[2;3]
13a_1543,[2;3]
13a_1544,2
13a_1545,[3;4]
13a_1546,[2;3]
13a_1547,[2;3]
13a_1548,[2;3]
13a_1549,[2;3]
13a_1550,2
13a_1551,2
13a_1552,[2;3]
13a_1553,[2;3]
13a_1554,[2;3]
13a_1555,2
13a_1556,2
13a_1557,[2;3]
13a_1558,2
13a_1559,[2;3]
13a_1560,[2;3]
13a_1561,[2;3]
13a_1562,2
13a_1563,2
13a_1564,2
13a_1565,1
13a_1566,2
13a_1567,[2;3]
13a_1568,2
13a_1569,[2;3]
13a_1570,2
13a_1571,2
13a_1572,2
13a_1573,2
13a_1574,1
13a_1575,[2;3]
13a_1576,1
13a_1577,2
13a_1578,1
13a_1579,2
13a_1580,[2;3]
13a_1581,[2;3]
13a_1582,[3;4]
13a_1583,[2;3]
13a_1584,[2;3]
13a_1585,2
13a_1586,[2;3]
13a_1587,2
13a_1588,2
13a_1589,[2;3]
13a_1590,2
13a_1591,2
13a_1592,1
13a_1593,2
13a_1594,2
13a_1595,2
13a_1596,2
13a_1597,2
13a_1598,2
13a_1599,2
13a_1600,2
13a_1601,[2;3]
13a_1602,2
13a_1603,[2;3]
13a_1604,2
13a_1605,1
13a_1606,2
13a_1607,2
13a_1608,[2;3]
13a_1609,[2;3]
13a_1610,2
13a_1611,2
13a_1612,2
13a_1613,2
13a_1614,3
13a_1615,[2;3]
13a_1616,[2;3]
13a_1617,[2;3]
13a_1618,[2;3]
13a_1619,[2;3]
13a_1620,2
13a_1621,2
13a_1622,2
13a_1623,2
13a_1624,2
13a_1625,2
13a_1626,1
13a_1627,2
13a_1628,2
13a_1629,2
13a_1630,[2;3]
13a_1631,2
13a_1632,2
13a_1633,2
13a_1634,2
13a_1635,2
13a_1636,2
13a_1637,2
13a_1638,[2;3]
13a_1639,[2;3]
13a_1640,[2;3]
13a_1641,2
13a_1642,2
13a_1643,[2;3]
13a_1644,2
13a_1645,[2;3]
13a_1646,2
13a_1647,2
13a_1648,2
13a_1649,1
13a_1650,1
13a_1651,2
13a_1652,2
13a_1653,2
13a_1654,2
13a_1655,1
13a_1656,[2;3]
13a_1657,2
13a_1658,2
13a_1659,1
13a_1660,2
13a_1661,2
13a_1662,[2;3]
13a_1663,2
13a_1664,1
13a_1665,[2;3]
13a_1666,2
13a_1667,2
13a_1668,2
13a_1669,2
13a_1670,2
13a_1671,2
13a_1672,2
13a_1673,2
13a_1674,2
13a_1675,[2;3]
13a_1676,[2;3]
13a_1677,[2;3]
13a_1678,2
13a_1679,2
13a_1680,2
13a_1681,2
13a_1682,2
13a_1683,[2;3]
13a_1684,2
13a_1685,2
13a_1686,2
13a_1687,2
13a_1688,[2;3]
13a_1689,2
13a_1690,2
13a_1691,2
13a_1692,[2;3]
13a_1693,2
13a_1694,2
13a_1695,2
13a_1696,2
13a_1697,3
13a_1698,[2;4]
13a_1699,[2;3]
13a_1700,[2;3]
13a_1701,2
13a_1702,2
13a_1703,[2;3]
13a_1704,2
13a_1705,2
13a_1706,2
13a_1707,2
13a_1708,2
13a_1709,2
13a_1710,2
13a_1711,2
13a_1712,[2;3]
13a_1713,2
13a_1714,1
13a_1715,2
13a_1716,2
13a_1717,[2;3]
13a_1718,[3;4]
13a_1719,[2;3]
13a_1720,2
13a_1721,[2;3]
13a_1722,2
13a_1723,2
13a_1724,2
13a_1725,[2;3]
13a_1726,2
13a_1727,2
13a_1728,2
13a_1729,2
13a_1730,2
13a_1731,2
13a_1732,2
13a_1733,2
13a_1734,1
13a_1735,2
13a_1736,2
13a_1737,2
13a_1738,2
13a_1739,2
13a_1740,3
13a_1741,[2;3]
13a_1742,2
13a_1743,2
13a_1744,[2;3]
13a_1745,2
13a_1746,1
13a_1747,2
13a_1748,2
13a_1749,2
13a_1750,2
13a_1751,2
13a_1752,2
13a_1753,1
13a_1754,2
13a_1755,2
13a_1756,2
13a_1757,[2;3]
13a_1758,2
13a_1759,2
13a_1760,2
13a_1761,1
13a_1762,2
13a_1763,2
13a_1764,[2;3]
13a_1765,2
13a_1766,2
13a_1767,1
13a_1768,2
13a_1769,2
13a_1770,2
13a_1771,2
13a_1772,[2;3]
13a_1773,2
13a_1774,2
13a_1775,1
13a_1776,2
13a_1777,1
13a_1778,2
13a_1779,2
13a_1780,2
13a_1781,2
13a_1782,2
13a_1783,2
13a_1784,2
13a_1785,2
13a_1786,[2;3]
13a_1787,1
13a_1788,[2;3]
13a_1789,1
13a_1790,[2;3]
13a_1791,2
13a_1792,2
13a_1793,2
13a_1794,2
13a_1795,2
13a_1796,2
13a_1797,1
13a_1798,4
13a_1799,3
13a_1800,2
13a_1801,2
13a_1802,2
13a_1803,2
13a_1804,[2;3]
13a_1805,1
13a_1806,1
13a_1807,2
13a_1808,2
13a_1809,2
13a_1810,2
13a_1811,[2;3]
13a_1812,2
13a_1813,2
13a_1814,2
13a_1815,2
13a_1816,2
13a_1817,2
13a_1818,1
13a_1819,1
13a_1820,[2;3]
13a_1821,2
13a_1822,2
13a_1823,2
13a_1824,2
13a_1825,2
13a_1826,[2;3]
13a_1827,3
13a_1828,2
13a_1829,[2;3]
13a_1830,2
13a_1831,2
13a_1832,2
13a_1833,2
13a_1834,1
13a_1835,1
13a_1836,2
13a_1837,2
13a_1838,2
13a_1839,2
13a_1840,2
13a_1841,2
13a_1842,2
13a_1843,1
13a_1844,2
13a_1845,[2;3]
13a_1846,2
13a_1847,2
13a_1848,2
13a_1849,2
13a_1850,2
13a_1851,2
13a_1852,2
13a_1853,2
13a_1854,2
13a_1855,2
13a_1856,2
13a_1857,2
13a_1858,2
13a_1859,2
13a_1860,2
13a_1861,1
13a_1862,2
13a_1863,1
13a_1864,3
13a_1865,[2;3]
13a_1866,2
13a_1867,[2;3]
13a_1868,[2;3]
13a_1869,2
13a_1870,2
13a_1871,2
13a_1872,1
13a_1873,2
13a_1874,2
13a_1875,1
13a_1876,2
13a_1877,2
13a_1878,2
13a_1879,2
13a_1880,2
13a_1881,2
13a_1882,2
13a_1883,2
13a_1884,2
13a_1885,2
13a_1886,2
13a_1887,[2;3]
13a_1888,2
13a_1889,2
13a_1890,2
13a_1891,2
13a_1892,3
13a_1893,[3;4]
13a_1894,2
13a_1895,2
13a_1896,1
13a_1897,2
13a_1898,2
13a_1899,2
13a_1900,2
13a_1901,2
13a_1902,2
13a_1903,2
13a_1904,2
13a_1905,1
13a_1906,2
13a_1907,1
13a_1908,2
13a_1909,2
13a_1910,[2;3]
13a_1911,[3;4]
13a_1912,3
13a_1913,2
13a_1914,2
13a_1915,1
13a_1916,2
13a_1917,2
13a_1918,1
13a_1919,3
13a_1920,2
13a_1921,[2;3]
13a_1922,2
13a_1923,2
13a_1924,2
13a_1925,2
13a_1926,2
13a_1927,[2;3]
13a_1928,2
13a_1929,3
13a_1930,2
13a_1931,2
13a_1932,2
13a_1933,2
13a_1934,2
13a_1935,2
13a_1936,2
13a_1937,2
13a_1938,2
13a_1939,2
13a_1940,4
13a_1941,[3;4]
13a_1942,3
13a_1943,[2;3]
13a_1944,2
13a_1945,2
13a_1946,2
13a_1947,2
13a_1948,2
13a_1949,2
13a_1950,2
13a_1951,[2;3]
13a_1952,[2;3]
13a_1953,[2;3]
13a_1954,2
13a_1955,[2;3]
13a_1956,2
13a_1957,[2;3]
13a_1958,[2;3]
13a_1959,[2;3]
13a_1960,2
13a_1961,2
13a_1962,2
13a_1963,1
13a_1964,2
13a_1965,[2;3]
13a_1966,[2;3]
13a_1967,2
13a_1968,[2;3]
13a_1969,[2;3]
13a_1970,2
13a_1971,2
13a_1972,2
13a_1973,2
13a_1974,[2;3]
13a_1975,1
13a_1976,2
13a_1977,1
13a_1978,2
13a_1979,2
13a_1980,2
13a_1981,2
13a_1982,2
13a_1983,1
13a_1984,[2;3]
13a_1985,[2;3]
13a_1986,[2;3]
13a_1987,2
13a_1988,2
13a_1989,2
13a_1990,2
13a_1991,2
13a_1992,2
13a_1993,[2;3]
13a_1994,2
13a_1995,2
13a_1996,2
13a_1997,[2;4]
13a_1998,[2;3]
13a_1999,2
13a_2000,2
13a_2001,2
13a_2002,2
13a_2003,2
13a_2004,2
13a_2005,[2;3]
13a_2006,2
13a_2007,2
13a_2008,[2;3]
13a_2009,3
13a_2010,2
13a_2011,1
13a_2012,2
13a_2013,2
13a_2014,2
13a_2015,[2;3]
13a_2016,2
13a_2017,2
13a_2018,2
13a_2019,1
13a_2020,2
13a_2021,2
13a_2022,2
13a_2023,[2;3]
13a_2024,[2;3]
13a_2025,[2;3]
13a_2026,2
13a_2027,[2;3]
13a_2028,1
13a_2029,2
13a_2030,[2;3]
13a_2031,[2;3]
13a_2032,2
13a_2033,1
13a_2034,2
13a_2035,2
13a_2036,[3;4]
13a_2037,[2;3]
13a_2038,2
13a_2039,2
13a_2040,1
13a_2041,2
13a_2042,[2;3]
13a_2043,[2;3]
13a_2044,2
13a_2045,2
13a_2046,2
13a_2047,[2;3]
13a_2048,2
13a_2049,2
13a_2050,2
13a_2051,2
13a_2052,2
13a_2053,2
13a_2054,2
13a_2055,2
13a_2056,3
13a_2057,2
13a_2058,2
13a_2059,2
13a_2060,2
13a_2061,2
13a_2062,2
13a_2063,[2;3]
13a_2064,3
13a_2065,2
13a_2066,1
13a_2067,3
13a_2068,2
13a_2069,[2;3]
13a_2070,[2;3]
13a_2071,1
13a_2072,3
13a_2073,2
13a_2074,2
13a_2075,2
13a_2076,[3;4]
13a_2077,4
13a_2078,2
13a_2079,[2;3]
13a_2080,2
13a_2081,2
13a_2082,1
13a_2083,2
13a_2084,2
13a_2085,2
13a_2086,1
13a_2087,[2;3]
13a_2088,2
13a_2089,2
13a_2090,[2;3]
13a_2091,2
13a_2092,2
13a_2093,2
13a_2094,2
13a_2095,2
13a_2096,2
13a_2097,2
13a_2098,[2;3]
13a_2099,[2;3]
13a_2100,[2;3]
13a_2101,2
13a_2102,2
13a_2103,[2;3]
13a_2104,[2;3]
13a_2105,2
13a_2106,2
13a_2107,2
13a_2108,2
13a_2109,2
13a_2110,[2;3]
13a_2111,2
13a_2112,2
13a_2113,2
13a_2114,[2;3]
13a_2115,2
13a_2116,2
13a_2117,2
13a_2118,3
13a_2119,[2;3]
13a_2120,3
13a_2121,2
13a_2122,2
13a_2123,2
13a_2124,3
13a_2125,[2;3]
13a_2126,2
13a_2127,2
13a_2128,[3;4]
13a_2129,[2;4]
13a_2130,2
13a_2131,1
13a_2132,[2;3]
13a_2133,2
13a_2134,[2;3]
13a_2135,4
13a_2136,3
13a_2137,2
13a_2138,2
13a_2139,2
13a_2140,2
13a_2141,2
13a_2142,[2;3]
